property_id,property_name,address,city,state,min_rent,max_rent,availability,primary_image_url,image_urls,special,feature_highlights,exterior_amenities,interior_amenities,pet_policy,managed_by,built_year,min_sqft,max_sqft,photo_count,has_complete_core_info,phone,email,street_address,verified_address,address_match_status,address_notes,latitude,longitude,price_1br_raw,price_1br_min,price_1br_max,price_2br_raw,price_2br_min,price_2br_max,website,actual_website,last_scraped
REM201,Memorial City,,Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,(713) 464-8640,,,"Memorial City, Houston, TX",google_only,,29.7838192,-95.5537787,2026,2026,2026,"1,272-1,760",1272,1760,https://www.memorialcityapts.com/?switch_cls[id]=64600&utm_source=google%20-%20entrataseo&utm_medium=organic&utm_campaign=gmb&utm_content=website%20click,https://www.memorialcityapts.com/?switch_cls[id]=64600&utm_source=google%20-%20entrataseo&utm_medium=organic&utm_campaign=gmb&utm_content=website%20click,2026-05-28T00:20:16
REM202,Memorial Fountain,"874 Yorkchester Dr, Houston, TX 77079",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,100% {12mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,281/677-2528,,,"874 Yorkchester Dr, Houston, TX 77079",google_only,,29.7802855,-95.58109209999999,"990-1,135",990,1135,"1,215-1,485",1215,1485,https://www.memorialfountainapts.com/,https://www.memorialfountainapts.com/,2026-05-28T00:20:33
REM203,Memorial Heights,"201 S Heights Blvd, Houston, TX 77007",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,$1000 {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,713/803-1200,,201 S. Heights Blvd. Houston TX 77007,"201 S Heights Blvd, Houston, TX 77007",confirmed,,29.7675711,-95.39325079999999,"1,141-1,335",1141,1335,"1,399-1,738",1399,1738,http://www.memorial-heights.com/,http://www.memorial-heights.com/,2026-05-28T00:20:47
REM205,Memorial Village,"11601 Katy Frwy, Houston, TX 77079",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,100% (LRN) {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,281/497-8977,,"8977 11601 Katy Fwy Houston, TX 77079","The Memorial Villages, Houston, TX",mismatch,"scraped='8977 11601 Katy Fwy Houston, TX 77079' | google='The Memorial Villages, Houston, TX'",29.7697445,-95.5175989,2500,2500,2500,"1,200-1,500",1200,1500,https://www.memorialvillageapartments.com/,https://www.memorialvillageapartments.com/,2026-05-28T00:21:07
REM206,Mera Vintage Park,"77070 map Ph:832/481-6769 Add to favorites Built:2020 Managed By: Sparrow Partners Features: Resort-Style Pool w/ Sun Deck, Pickle Ball Court Outdoor Kitchen, Grilling Stations, Golf Simulator 24-Hour Wellness & Fitness Studios and Classes Social Events Calendar, Elevators, Craft/Game Room Open-Concept Floor Plan Design w/ Private Balcony Granite Counters, Stainless Steel Appliances Grey Brown Walnut Shaker Style Cabinetry Walk-in Showers, Wood-Look Vinyl Plank Flooring Private Fenced Yard with Direct Access Gate* 9 Ceilings*,Detached Garages, Carports, Dog Park You've Been Dreaming of This! Photos View All 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 Larger Policies & Amenities Deposit:350 Fees: App: $75 Admin: $500 Renters Insurance Req'd Terms:12-15 mos Office Hrs:m-f930-5 st10-5 sncl Pets:Cats:Yes Dogs:YesNo Max Wt-Breed LtdDog Park on siteDep:500/250 nr feePet Rent: $25/mo School District:Klein Elem:Brill Int:Ulrich High:Klein Cain Exterior Amenities: Fitness center, Pool, Business center, Free WiFi Areas, Gated entrance, Perimeter fence, Private detached garages($150/mo), Theater room, Door to door trash pickup, Club house, Outdoor Grills, Game/Sport room, Movie library, Elevators, Dog Park, Carports Interior Amenities: W/D machines, Walk-in closets, Garden/large tubs, Walk-in showers, Private patios/balconies, Cable ready, Hi-speed internet, High ceilings, Storage closet outside, Non-carpeted flooring, Ice makers, Premium Countertops, Premium Appliances, Self cleaning ovens, Dishwashers, Garbage disposals, Ceiling fans, Miniblinds, Microwaves, Frost free refrigerators Agents Only: ID:2520A Units: 179 #Flrs:4 Map#:000A CR:100% {12+mo} Mgmt:Sparrow Partners Mgr:Maycie Artero Show Corp Info Sparrow Partners LLC515 Congress Avenue, Austin, TX 78701Ph:512/790-0536 Fax:512/784-1102 Discounts for: Rent Subsidies: Qualify:Income:2.00 x rent, Credit check, Rent history check Will Consider:Co-signers, 1st time renters, Misdemeanors Special:1mo free w/12mo Tags: Availability: 1x1, 1x1 den, 2x2 [5/20] Submit changes? Memo A: Memo B: for Agents ONLY Memo C: used as custom HEADLINE embedded into the HTML of your Web Ads for this Apartment Memo D: for Agents ONLY Floorplans Community Special print 1mo free w/12mo limited time only - subject to approval Type † Price /mo Size (sf) Washer/Dryer Floorplans 1 Bedroom Dens $1,421-2,269 616-969 Fullmachines 1 2 3 4 View All Larger 2 Bedrooms Dens $1,799-2,668 945-1,433 Fullmachines 1 2 3 4 5 View All Larger † [cP] Plus electric, water, trash Larger Maps SHOW MAP Mera Vintage Park 14914 Vintage Preserve Pkwy, Houston, TX 77070 Web Ad eBrochure Web Ad Manager List Title: List #1 FEATURED PROPERTY Mera Vintage Park [Senior Living]14914 Vintage Preserve Pkwy, Houston, TX 77070",Austin,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,100% {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,(832) 346-7468,,"14914 Vintage Preserve Parkway Houston, TX 77070","14914 Vintage Preserve Pkwy, Houston, TX 77070",confirmed,,29.992309,-95.56139979999999,616,616,616,945,945,945,https://meravintagepark.com/,https://meravintagepark.com/,2026-05-28T00:21:17
REM207,Meridian City Park,"2620 Almeda Genoa Rd, Houston, TX 77047",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,50% {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,(281) 843-4245,,"2620 Almeda Genoa Houston, TX 77047","2620 Almeda Genoa Rd, Houston, TX 77047",confirmed,,29.6136072,-95.3828454,965,965,965,"1,475-1,650",1475,1650,https://meridiancitypark.com/,https://meridiancitypark.com/,2026-05-28T00:21:24
REM208,Meyer Forest,"9701 Meyer Forest Drive Houston , TX 77096",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,281/609-4998,,"9701 Meyer Forest Drive Houston , TX 77096","9701 Meyer Forest Dr, Houston, TX 77096",confirmed,,29.6744142,-95.45452039999999,0500,500,500,"1,350-1,620",1350,1620,https://www.meyerforest.com/,https://www.meyerforest.com/,2026-05-28T00:21:30
REM209,Meyer Oaks,"4600 Beechnut, Houston, TX 77096",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,® 100% (Register) {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,713/668-6555,mo@rockwellmgmt.com,"4600 Beechnut Street Houston, TX 77096","4600 Beechnut St, Houston, TX 77096",confirmed,,29.6893988,-95.4544165,"1,032-1,200",1032,1200,"1,355-1,600",1355,1600,https://www.meyeroaks-apartments.com/,https://www.meyeroaks-apartments.com/,2026-05-28T00:21:51
REM210,Meyerland Court,"9700 Glenfield Ct, Houston, TX 77096",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,100% {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,,,9700 Glenfield Ct,"9700 Glenfield Ct, Houston, TX 77096",confirmed,,29.673955,-95.49629809999999,"920-1,085",920,1085,"1,000-1,500",1000,1500,https://www.meyerlandcourt.com/,https://www.meyerlandcourt.com/,2026-05-28T00:22:04
REM211,Miami Gardens,,Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,(561) 817-7898,Billing.fallsgroup@gmail.com,,"9540 Kempwood Dr, Houston, TX 77080",google_only,,29.8230731,-95.52840859999999,690,690,690,"1,210-1,310",1210,1310,,,2026-05-28T00:22:11
REM212,Mid Main Lofts,"3550 Main St, Houston, TX 77002",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,100% {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,713/528-2000,,"3550 Main Street, Houston, TX 77002","3550 Main St, Houston, TX 77002",confirmed,,29.7393795,-95.3793962,"1,471-1,671",1471,1671,"2,402-3,104",2402,3104,https://www.livemidmain.com/,https://www.livemidmain.com/,2026-05-28T00:54:40
REM213,Midtown On The Rail,"2310 Main St, Houston, TX 77002",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,100% (Escort) {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,281/573-0833,,"2310 Main Street Houston , TX 77002","2310 Main St, Houston, TX 77002",confirmed,,29.7472223,-95.3734231,"1,308-2,140",1308,2140,"1,649-2,682",1649,2682,https://www.midtownontherail.com/,https://www.midtownontherail.com/,2026-05-28T00:54:47
REM214,Midtown One80,"180 W Gray, Houston, TX 77019",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,50%-100%E (Register) {12+mo E=Escort}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,346/595-8013,,"180 West Gray Street Houston , TX 77019","180 W Gray St, Houston, TX 77019",confirmed,,29.7536957,-95.38176829999999,"1,341-1,621",1341,1621,"1,730-2,085",1730,2085,https://www.midtownone80.com/,https://www.midtownone80.com/,2026-05-28T00:54:53
REM215,Mirabella,"12055 Sabo Rd, Houston, TX 77089",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,100% (Register) {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,281/957-3147,,"12055 Sabo Road Houston, TX 77089","12055 Sabo Rd, Houston, TX 77089",confirmed,,29.6065575,-95.21655290000001,"1,395",1395,1395,"1,647-1,663",1647,1663,https://www.mirabellahouston.com/,https://www.mirabellahouston.com/,2026-05-28T00:55:02
REM216,Mirella,,Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,346/766-0111,,,"18131 Bluegrass Pk Ln, Cypress, TX 77429",google_only,,30.03537439999999,-95.6428329,,,,"2,172-2,552",2172,2552,,,2026-05-28T00:55:17
REM217,Monarch West,"9475 W Sam Houston Pkwy S, Houston, TX 77099",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,50% {12mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,346/326-0417,,9475 W Sam Houston Pkwy,"14129 Memorial Dr Suite E, Houston, TX 77079",mismatch,"scraped='9475 W Sam Houston Pkwy' | google='14129 Memorial Dr Suite E, Houston, TX 77079'",29.7694713,-95.5927055,"773-1,061",773,1061,"1,072-1,494",1072,1494,https://www.monarchwestapts.com/,https://www.monarchwestapts.com/,2026-05-28T00:55:53
REM219,Montelago,"11881 Gulf Pointe Dr Houston, TX 77089",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,281/481-0026,,"11881 Gulf Pointe Dr Houston, TX 77089","11881 Gulf Pointe Dr, Houston, TX 77089",confirmed,,29.6084094,-95.2144096,"1,150-1,265",1150,1265,"1,370-1,650",1370,1650,https://www.montelagoapts.com/,https://www.montelagoapts.com/,2026-05-28T00:56:19
REM221,Mustang On The Trail,2135 Lake Hills Dr,Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,281/519-6825,,2135 Lake Hills Dr,"2135 Lake Hills Dr, Kingwood, TX 77339",confirmed,,30.0575375,-95.2165545,"825-1,189",825,1189,"939-1,627",939,1627,https://www.mustangonthetrail.com/,https://www.mustangonthetrail.com/,2026-05-28T00:56:48
REM222,Nantucket At Fannin Station,"10000 Fannin, Houston, TX 77045",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,100% {9+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,832/219-7510,,10000 Fannin St,"10000 Fannin St, Houston, TX 77045",confirmed,,29.65903939999999,-95.4067177,"1,035-1,401",1035,1401,"1,635-1,789",1635,1789,https://www.nantucketatfanninstation.com/,https://www.nantucketatfanninstation.com/,2026-05-28T00:57:10
REM223,Napoleon Square,"6001 Gulfton, Houston, TX 77081",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,50% {13mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,,,6001 Gulfton St,"6001 Gulfton St, Houston, TX 77081",confirmed,,29.71434559999999,-95.4877295,575-725,575,725,"1,130-1,240",1130,1240,https://www.napoleonsquareapartments.com/,https://www.napoleonsquareapartments.com/,2026-05-28T00:57:24
REM225,Nova At Westchase,"4033 W Sam Houston Pkwy S, Houston, TX 77042",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,100% (Register) {12mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,832/203-7395,,"4033 W Sam Houston Pkwy S Houston, TX 77042","4033 W Sam Houston Pkwy S, Houston, TX 77042",confirmed,,29.7208938,-95.55608350000001,"999-1,254",999,1254,,,,https://www.novaatwestchase.com/,https://www.novaatwestchase.com/,2026-05-28T00:57:41
REM226,Novu New Forest,6301 Pale Sage Dr,Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,281/898-6194,,6301 Pale Sage Dr,"6301 Pale Sage Dr, Houston, TX 77049",confirmed,,29.8151197,-95.1669937,"1,199-1,325",1199,1325,"1,590",1590,1590,https://www.novunewforest.com/,https://www.novunewforest.com/,2026-05-28T00:57:47
REM227,Oak Haven,,Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,281/363-4941,,,"19445 David Memorial Dr, Shenandoah, TX 77385",google_only,,30.1739825,-95.44719099999999,"1,228",1228,1228,"1,458-1,779",1458,1779,,,2026-05-28T00:58:07
REM228,Oasis At Piney Point,"7189 9100 Westheimer RD Houston, TX 77063",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,713/781-5685,,"7189 9100 Westheimer RD Houston, TX 77063","9100 Westheimer Rd, Houston, TX 77063",confirmed,,29.7380157,-95.52424479999999,"899-1,499",899,1499,"1,289-1,551",1289,1551,https://www.oasisatpineypoint.com/,https://www.oasisatpineypoint.com/,2026-05-28T00:58:16
REM229,Oceanfront Lofts,,Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,409/215-0893,,,"Galveston, TX 77551, USA",google_only,,29.2784215,-94.8365094,"1,199-1,349",1199,1349,"1,449-1,799",1449,1799,,,2026-05-28T00:58:31
REM230,One Lakes Edge,"1950 Hughes Landing Boulevard The Woodlands, TX 77380",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,281/367-4421,,"1950 Hughes Landing Boulevard The Woodlands, TX 77380","1950 Hughes Landing Blvd, The Woodlands, TX 77380",confirmed,,30.1704263,-95.47204699999999,"1,522-2,487",1522,2487,"2,372-4,128",2372,4128,https://onelakesedge.com,https://onelakesedge.com,2026-05-28T00:58:41
REM231,One Town Park,"6006 Rogerdale Rd, Houston, TX 77072",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,50% {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,(832) 494-1006,onetownpark@assetliving.com,1 Bath 751 Sq.Ft. Pl,"6006 Rogerdale Rd, Houston, TX 77072",mismatch,"scraped='1 Bath 751 Sq.Ft. Pl' | google='6006 Rogerdale Rd, Houston, TX 77072'",29.71001279999999,-95.5608563,"1,183-1,231",1183,1231,"1,499-1,650",1499,1650,https://onetownpark.com,https://onetownpark.com,2026-05-28T00:58:47
REM232,Orchard Park At Willowbrook,2026 Orchard. All rights reserved. Ter,Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,832/237-7000,support@orchard.com,2026 Orchard. All rights reserved. Ter,"13350 Perry Rd, Houston, TX 77070",mismatch,"scraped='2026 Orchard. All rights reserved. Ter' | google='13350 Perry Rd, Houston, TX 77070'",29.9654968,-95.5629853,457-990,457,990,"975-1,550",975,1550,https://orchardwillowbrook.com/contact/?utm_source=google&utm_medium=organic&utm_campaign=gbp,https://orchardwillowbrook.com/contact/?utm_source=google&utm_medium=organic&utm_campaign=gbp,2026-05-28T00:59:05
REM233,Orleans At Fannin Station,"1818 Fannin Speedway, Houston, TX 77045",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,100% (Register) {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,832/793-6743,,,"1818 Fannin Speedway, Houston, TX 77045",google_only,,29.6611525,-95.4080268,"1,334-1,674",1334,1674,"1,790-1,954",1790,1954,https://www.orleansatfanninstation.com/?utm_source=gmb&utm_medium=organic,https://www.orleansatfanninstation.com/?utm_source=gmb&utm_medium=organic,2026-05-28T00:59:19
REM236,Parc Bay,1996 decidimos embarcarnos en nuestra ave,Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,713/944-0400,arcayana25@gmail.com,1996 decidimos embarcarnos en nuestra ave,"3650 Burke Rd, Pasadena, TX 77504",mismatch,"scraped='1996 decidimos embarcarnos en nuestra ave' | google='3650 Burke Rd, Pasadena, TX 77504'",29.6538943,-95.187041,"955-1,095",955,1095,75,,,https://www.parcbayapartments.com/?utm_knock=w,https://www.parcbayapartments.com/?utm_knock=w,2026-05-28T00:59:57
REM237,Park Avenue At Boulder Creek,"11575 Pearland Pkwy, Houston, TX 77089",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,50% {8+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,281/903-5355,,,"11575 Pearland Pkwy, Houston, TX 77089",google_only,,29.5972743,-95.260977,"1,112-1,250",1112,1250,"1,380-1,812",1380,1812,https://www.parkavenueatbouldercreek.com/?utm_knock=gbp&utm_source=GBP&utm_medium=organic&utm_campaign=googlebusinessprofile,https://www.parkavenueatbouldercreek.com/?utm_knock=gbp&utm_source=GBP&utm_medium=organic&utm_campaign=googlebusinessprofile,2026-05-28T01:00:13
REM238,Park Shadows,620 N Litchfield Road,Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,713/681-0669,,620 N Litchfield Road,"7200 Shadyvilla Ln, Houston, TX 77055",mismatch,"scraped='620 N Litchfield Road' | google='7200 Shadyvilla Ln, Houston, TX 77055'",29.7972236,-95.4733576,"934-1,220",934,1220,"1,252-1,368",1252,1368,https://parkshadows.com,https://parkshadows.com,2026-05-28T01:00:33
REM239,Pearl 21Eleven,4600 East Washington Street,Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,713/528-2111,,4600 East Washington Street,"2119 Westheimer Rd, Houston, TX 77098",mismatch,"scraped='4600 East Washington Street' | google='2119 Westheimer Rd, Houston, TX 77098'",29.7424078,-95.4117563,"1,466-2,291",1466,2291,"2,098-2,877",2098,2877,https://www.pearl21eleven.com/?switch_cls[id]=64600&utm_source=google%20-%20entrataseo&utm_medium=organic&utm_campaign=gmb&utm_content=website%20click,https://www.pearl21eleven.com/?switch_cls[id]=64600&utm_source=google%20-%20entrataseo&utm_medium=organic&utm_campaign=gmb&utm_content=website%20click,2026-05-28T01:00:42
REM240,Pearl Greenway,"3788 Richmond Ave, Houston, TX 77046",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,100% (Register) {12+mo guest card}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,832/251-2817,,"3788 Richmond Ave. Houston, TX 77046","3788 Richmond Ave, Houston, TX 77046",confirmed,,29.7337562,-95.437654,"1,134-2,162",1134,2162,"1,428-2,975",1428,2975,https://pearlgreenway.com,https://pearlgreenway.com,2026-05-28T01:01:17
